index,shape-type,vertex-index,axis-0,axis-1,axis-2
16,rectangle,2,0.0,1369.0005504,1970.9992345599999
16,rectangle,3,0.0,1351.0004736,1970.9992345599999
17,rectangle,0,0.0,1400.0004864,653.0008064
17,rectangle,1,0.0,1416.0005376000001,653.0008064
17,rectangle,2,0.0,1416.0005376000001,674.0007936000001
17,rectangle,3,0.0,1400.0004864,674.0007936000001
18,rectangle,0,0.0,1153.999488,196.99992576
18,rectangle,1,0.0,1165.999488,196.99992576
18,rectangle,2,0.0,1165.999488,209.99993344
18,rectangle,3,0.0,1153.999488,209.99993344
19,rectangle,0,0.0,597.00054528,250.99971584
19,rectangle,1,0.0,610.00054272,250.99971584
19,rectangle,2,0.0,610.00054272,261.99970816
19,rectangle,3,0.0,597.00054528,261.99970816
20,rectangle,0,0.0,466.00045056,1008.00079872
20,rectangle,1,0.0,480.00044544,1008.00079872
20,rectangle,2,0.0,480.00044544,1023.00080128
20,rectangle,3,0.0,466.00045056,1023.00080128
21,rectangle,0,0.0,50.99997696,1204.0005427199999
21,rectangle,1,0.0,64.99997184,1204.0005427199999
21,rectangle,2,0.0,64.99997184,1219.00054528
21,rectangle,3,0.0,50.99997696,1219.00054528
22,rectangle,0,0.0,596.99974656,768.00006144
22,rectangle,1,0.0,610.99974144,768.00006144
22,rectangle,2,0.0,610.99974144,782.0000665599999
22,rectangle,3,0.0,596.99974656,782.0000665599999
23,rectangle,0,0.0,1523.00050944,362.999552
23,rectangle,1,0.0,1533.00051456,362.999552
23,rectangle,2,0.0,1533.00051456,370.999552
23,rectangle,3,0.0,1523.00050944,370.999552
24,rectangle,0,0.0,530.99936256,675.0003814400001
24,rectangle,1,0.0,544.99935744,675.0003814400001
24,rectangle,2,0.0,544.99935744,689.00038656
24,rectangle,3,0.0,530.99936256,689.00038656
25,rectangle,0,0.0,1028.00060928,387.00009472
25,rectangle,1,0.0,1041.0006067199997,387.00009472
25,rectangle,2,0.0,1041.0006067199997,402.00009728
25,rectangle,3,0.0,1028.00060928,402.00009728
26,rectangle,0,0.0,1204.99923456,203.00073984
26,rectangle,1,0.0,1218.9992294400001,203.00073984
26,rectangle,2,0.0,1218.9992294400001,214.00073215999998
26,rectangle,3,0.0,1204.99923456,214.00073215999998
27,rectangle,0,0.0,1509.9995904,397.000192
27,rectangle,1,0.0,1525.9996416000001,397.000192
27,rectangle,2,0.0,1525.9996416000001,413.000192
27,rectangle,3,0.0,1509.9995904,413.000192
28,rectangle,0,0.0,1138.9995264000001,175.00007424
28,rectangle,1,0.0,1155.9995136,175.00007424
28,rectangle,2,0.0,1155.9995136,186.00006656
28,rectangle,3,0.0,1138.9995264000001,186.00006656
29,rectangle,0,0.0,338.00022528,647.00012544
29,rectangle,1,0.0,351.00022272,647.00012544
29,rectangle,2,0.0,351.00022272,661.00013056
29,rectangle,3,0.0,338.00022528,661.00013056
30,rectangle,0,0.0,492.00038399999994,618.99958272
30,rectangle,1,0.0,504.00038399999994,618.99958272
30,rectangle,2,0.0,504.00038399999994,633.99958528
30,rectangle,3,0.0,492.00038399999994,633.99958528
31,rectangle,0,0.0,995.000448,275.000832
31,rectangle,1,0.0,1007.000448,275.000832
31,rectangle,2,0.0,1007.000448,291.000832
31,rectangle,3,0.0,995.000448,291.000832
32,rectangle,0,0.0,759.9999744,1734.9992345599999
32,rectangle,1,0.0,776.0000256,1734.9992345599999
32,rectangle,2,0.0,776.0000256,1744.99922944
32,rectangle,3,0.0,759.9999744,1744.99922944
33,rectangle,0,0.0,765.00066816,1730.9992345599999
33,rectangle,1,0.0,774.00067584,1730.9992345599999
33,rectangle,2,0.0,774.00067584,1748.99922944
33,rectangle,3,0.0,765.00066816,1748.99922944
34,rectangle,0,0.0,1320.9993983999998,385.00096
34,rectangle,1,0.0,1336.9994496,385.00096
34,rectangle,2,0.0,1336.9994496,401.00096
34,rectangle,3,0.0,1320.9993983999998,401.00096
35,rectangle,0,0.0,367.99984128,864.9994854400001
35,rectangle,1,0.0,380.99983872,864.9994854400001
35,rectangle,2,0.0,380.99983872,878.99949056
35,rectangle,3,0.0,367.99984128,878.99949056
36,rectangle,0,0.0,771.9992985599999,731.000576
36,rectangle,1,0.0,785.99929344,731.000576
36,rectangle,2,0.0,785.99929344,739.000576
36,rectangle,3,0.0,771.9992985599999,739.000576
37,rectangle,0,0.0,705.99983616,1119.000064
37,rectangle,1,0.0,714.9998438399999,1119.000064
37,rectangle,2,0.0,714.9998438399999,1135.000064
37,rectangle,3,0.0,705.99983616,1135.000064
38,rectangle,0,0.0,1401.0004224,168.99999744
38,rectangle,1,0.0,1417.0004736,168.99999744
38,rectangle,2,0.0,1417.0004736,183.00000256
38,rectangle,3,0.0,1401.0004224,183.00000256
39,rectangle,0,0.0,1290.0005376,109.00002816
39,rectangle,1,0.0,1309.0005504,109.00002816
39,rectangle,2,0.0,1309.0005504,122.00003584000001
39,rectangle,3,0.0,1290.0005376,122.00003584000001
40,rectangle,0,0.0,1414.0003584,390.00098816
40,rectangle,1,0.0,1431.0003456,390.00098816
40,rectangle,2,0.0,1431.0003456,403.00099584
40,rectangle,3,0.0,1414.0003584,403.00099584
41,rectangle,0,0.0,1498.0005734400002,205.00076543999998
41,rectangle,1,0.0,1508.0005785600001,205.00076543999998
41,rectangle,2,0.0,1508.0005785600001,219.00077056
41,rectangle,3,0.0,1498.0005734400002,219.00077056
42,rectangle,0,0.0,584.99977728,478.00003583999995
42,rectangle,1,0.0,597.99977472,478.00003583999995
42,rectangle,2,0.0,597.99977472,489.00002816
42,rectangle,3,0.0,584.99977728,489.00002816
43,rectangle,0,0.0,460.00022016,457.99897088
43,rectangle,1,0.0,469.00022784,457.99897088
43,rectangle,2,0.0,469.00022784,469.99898112000005
43,rectangle,3,0.0,460.00022016,469.99898112000005
44,rectangle,0,0.0,993.0003456,652.99933184
44,rectangle,1,0.0,1013.0002944,652.99933184
44,rectangle,2,0.0,1013.0002944,671.99932416
44,rectangle,3,0.0,993.0003456,671.99932416
45,rectangle,0,0.0,1192.9993267199998,1793.00035584
45,rectangle,1,0.0,1203.99932928,1793.00035584
45,rectangle,2,0.0,1203.99932928,1804.00034816
45,rectangle,3,0.0,1192.9993267199998,1804.00034816
46,rectangle,0,0.0,1439.0002176,1188.0004198400002
46,rectangle,1,0.0,1458.0002304000002,1188.0004198400002
46,rectangle,2,0.0,1458.0002304000002,1207.00041216
46,rectangle,3,0.0,1439.0002176,1207.00041216
47,rectangle,0,0.0,968.99983872,883.00025856
47,rectangle,1,0.0,979.9998412799999,883.00025856
47,rectangle,2,0.0,979.9998412799999,901.00025344
47,rectangle,3,0.0,968.99983872,901.00025344
48,rectangle,0,0.0,1524.99958272,1493.00025344
48,rectangle,1,0.0,1535.9995852800002,1493.00025344
48,rectangle,2,0.0,1535.9995852800002,1507.00025856
48,rectangle,3,0.0,1524.99958272,1507.00025856
49,rectangle,0,0.0,820.99997184,1686.99910144
49,rectangle,1,0.0,835.99996416,1686.99910144
49,rectangle,2,0.0,835.99996416,1700.99910656
49,rectangle,3,0.0,820.99997184,1700.99910656
50,rectangle,0,0.0,1197.9995904,1033.99958528
50,rectangle,1,0.0,1213.9996416000001,1033.99958528
50,rectangle,2,0.0,1213.9996416000001,1050.9995827199998
50,rectangle,3,0.0,1197.9995904,1050.9995827199998
51,rectangle,0,0.0,1316.0007321599999,699.00086272
51,rectangle,1,0.0,1325.00073984,699.00086272
51,rectangle,2,0.0,1325.00073984,706.00086528
51,rectangle,3,0.0,1316.0007321599999,706.00086528
52,rectangle,0,0.0,696.00029184,501.00025344
52,rectangle,1,0.0,711.0002841600001,501.00025344
52,rectangle,2,0.0,711.0002841600001,515.00025856
52,rectangle,3,0.0,696.00029184,515.00025856
53,rectangle,0,0.0,345.99965183999996,1.0240000000827365e-05
53,rectangle,1,0.0,360.99964416,1.0240000000827365e-05
53,rectangle,2,0.0,360.99964416,10.00000512
53,rectangle,3,0.0,345.99965183999996,10.00000512
54,rectangle,0,0.0,625.9992576,908.00048128
54,rectangle,1,0.0,645.9992064,908.00048128
54,rectangle,2,0.0,645.9992064,925.00047872
54,rectangle,3,0.0,625.9992576,925.00047872
55,rectangle,0,0.0,1460.999808,1819.9997132800002
55,rectangle,1,0.0,1472.999808,1819.9997132800002
55,rectangle,2,0.0,1472.999808,1828.99971072
55,rectangle,3,0.0,1460.999808,1828.99971072
56,rectangle,0,0.0,878.0002559999999,50.00006656
56,rectangle,1,0.0,890.0002559999999,50.00006656
56,rectangle,2,0.0,890.0002559999999,55.00007424
56,rectangle,3,0.0,878.0002559999999,55.00007424
57,rectangle,0,0.0,549.0003456000001,1409.99981056
57,rectangle,1,0.0,568.0003584,1409.99981056
57,rectangle,2,0.0,568.0003584,1427.99980544
57,rectangle,3,0.0,549.0003456000001,1427.99980544
58,rectangle,0,0.0,1500.9995212800002,531.000832
58,rectangle,1,0.0,1513.99951872,531.000832
58,rectangle,2,0.0,1513.99951872,547.000832
58,rectangle,3,0.0,1500.9995212800002,547.000832
59,rectangle,0,0.0,1453.99951872,184.99999744
59,rectangle,1,0.0,1464.9995212800002,184.99999744
59,rectangle,2,0.0,1464.9995212800002,199.00000256
59,rectangle,3,0.0,1453.99951872,199.00000256
60,rectangle,0,0.0,1366.99968,1871.00048384
60,rectangle,1,0.0,1378.99968,1871.00048384
60,rectangle,2,0.0,1378.99968,1882.0004761599998
60,rectangle,3,0.0,1366.99968,1882.0004761599998
61,rectangle,0,0.0,1355.9995238400002,1908.99964928
61,rectangle,1,0.0,1370.99951616,1908.99964928
61,rectangle,2,0.0,1370.99951616,1917.9996467199999
61,rectangle,3,0.0,1355.9995238400002,1917.9996467199999
62,rectangle,0,0.0,1164.9995212800002,1106.99907072
62,rectangle,1,0.0,1177.99951872,1106.99907072
62,rectangle,2,0.0,1177.99951872,1121.9990732800002
62,rectangle,3,0.0,1164.9995212800002,1121.9990732800002
63,rectangle,0,0.0,687.9999744,757.99967744
63,rectangle,1,0.0,704.0000256,757.99967744
63,rectangle,2,0.0,704.0000256,771.99968256
63,rectangle,3,0.0,687.9999744,771.99968256
64,rectangle,0,0.0,1164.99945984,1449.99958528
64,rectangle,1,0.0,1179.99945216,1449.99958528
64,rectangle,2,0.0,1179.99945216,1466.9995827199998
64,rectangle,3,0.0,1164.99945984,1466.9995827199998
65,rectangle,0,0.0,1187.9994624,145.00005887999998
65,rectangle,1,0.0,1204.9994496,145.00005887999998
65,rectangle,2,0.0,1204.9994496,162.00005632
65,rectangle,3,0.0,1187.9994624,162.00005632
66,rectangle,0,0.0,1186.9993728000002,7.000002560000002
66,rectangle,1,0.0,1207.9994112000002,7.000002560000002
66,rectangle,2,0.0,1207.9994112000002,26.99999232
66,rectangle,3,0.0,1186.9993728000002,26.99999232
67,rectangle,0,0.0,648.0002304,249.9994624
67,rectangle,1,0.0,665.0002176,249.9994624
67,rectangle,2,0.0,665.0002176,270.9994496
67,rectangle,3,0.0,648.0002304,270.9994496
68,rectangle,0,0.0,490.99964927999997,1051.999744
68,rectangle,1,0.0,503.99964672,1051.999744
68,rectangle,2,0.0,503.99964672,1067.999744
68,rectangle,3,0.0,490.99964927999997,1067.999744
69,rectangle,0,0.0,1510.0002815999999,1850.9997158400001
69,rectangle,1,0.0,1529.0002944,1850.9997158400001
69,rectangle,2,0.0,1529.0002944,1861.99970816
69,rectangle,3,0.0,1510.0002815999999,1861.99970816
70,rectangle,0,0.0,1455.0002534399998,27.99995904
70,rectangle,1,0.0,1465.0002585599998,27.99995904
70,rectangle,2,0.0,1465.0002585599998,38.999951360000004
70,rectangle,3,0.0,1455.0002534399998,38.999951360000004
71,rectangle,0,0.0,660.0002304000001,15.000063999999998
71,rectangle,1,0.0,676.0002816,15.000063999999998
71,rectangle,2,0.0,676.0002816,31.000064
71,rectangle,3,0.0,660.0002304000001,31.000064
72,rectangle,0,0.0,535.99990272,613.99922688
72,rectangle,1,0.0,546.99990528,613.99922688
72,rectangle,2,0.0,546.99990528,625.99923712
72,rectangle,3,0.0,535.99990272,625.99923712
73,rectangle,0,0.0,343.99977984,1428.0005632
73,rectangle,1,0.0,358.99977216,1428.0005632
73,rectangle,2,0.0,358.99977216,1450.0005887999998
73,rectangle,3,0.0,343.99977984,1450.0005887999998
74,rectangle,0,0.0,1396.99935744,821.00054016
74,rectangle,1,0.0,1406.99936256,821.00054016
74,rectangle,2,0.0,1406.99936256,834.00054784
74,rectangle,3,0.0,1396.99935744,834.00054784
75,rectangle,0,0.0,1423.99990272,569.9997491199999
75,rectangle,1,0.0,1434.9999052800001,569.9997491199999
75,rectangle,2,0.0,1434.9999052800001,589.99973888
75,rectangle,3,0.0,1423.99990272,589.99973888
76,rectangle,0,0.0,44.000056320000006,227.99951872
76,rectangle,1,0.0,55.000058880000005,227.99951872
76,rectangle,2,0.0,55.000058880000005,242.99952127999998
76,rectangle,3,0.0,44.000056320000006,242.99952127999998
77,rectangle,0,0.0,1136.9995776,76.00007168
77,rectangle,1,0.0,1155.9995904000002,76.00007168
77,rectangle,2,0.0,1155.9995904000002,88.00008192
77,rectangle,3,0.0,1136.9995776,88.00008192
78,rectangle,0,0.0,1021.00038144,1313.00035584
78,rectangle,1,0.0,1031.00038656,1313.00035584
78,rectangle,2,0.0,1031.00038656,1324.00034816
78,rectangle,3,0.0,1021.00038144,1324.00034816
79,rectangle,0,0.0,966.9998438399999,883.9991296000001
79,rectangle,1,0.0,981.99983616,883.9991296000001
79,rectangle,2,0.0,981.99983616,910.9991424
79,rectangle,3,0.0,966.9998438399999,910.9991424
80,rectangle,0,0.0,1099.0006732800002,586.999296
80,rectangle,1,0.0,1112.00067072,586.999296
80,rectangle,2,0.0,1112.00067072,602.999296
80,rectangle,3,0.0,1099.0006732800002,602.999296
81,rectangle,0,0.0,300.0002304,1219.000064
81,rectangle,1,0.0,316.00028160000005,1219.000064
81,rectangle,2,0.0,316.00028160000005,1227.000064
81,rectangle,3,0.0,300.0002304,1227.000064
82,rectangle,0,0.0,486.00053760000003,291.00009472
82,rectangle,1,0.0,506.0004864,291.00009472
82,rectangle,2,0.0,506.0004864,306.00009728
82,rectangle,3,0.0,486.00053760000003,306.00009728
83,rectangle,0,0.0,1446.0004608,1818.00029184
83,rectangle,1,0.0,1468.0004352,1818.00029184
83,rectangle,2,0.0,1468.0004352,1829.0002841599999
83,rectangle,3,0.0,1446.0004608,1829.0002841599999
84,rectangle,0,0.0,455.0002944000001,1120.00067584
84,rectangle,1,0.0,472.00028160000005,1120.00067584
84,rectangle,2,0.0,472.00028160000005,1139.0006681599998
84,rectangle,3,0.0,455.0002944000001,1139.0006681599998
85,rectangle,0,0.0,761.9998464000001,911.99965184
85,rectangle,1,0.0,777.9998976,911.99965184
85,rectangle,2,0.0,777.9998976,930.99964416
85,rectangle,3,0.0,761.9998464000001,930.99964416
86,rectangle,0,0.0,895.00064256,532.99996672
86,rectangle,1,0.0,909.00063744,532.99996672
86,rectangle,2,0.0,909.00063744,547.99996928
86,rectangle,3,0.0,895.00064256,547.99996928
87,rectangle,0,0.0,745.00022784,668.999168
87,rectangle,1,0.0,760.00022016,668.999168
87,rectangle,2,0.0,760.00022016,684.999168
87,rectangle,3,0.0,745.00022784,684.999168
88,rectangle,0,0.0,1150.9997414400002,985.99999488
88,rectangle,1,0.0,1160.9997465600002,985.99999488
88,rectangle,2,0.0,1160.9997465600002,998.00000512
88,rectangle,3,0.0,1150.9997414400002,998.00000512
89,rectangle,0,0.0,464.00064,592.9990348800001
89,rectangle,1,0.0,476.00064,592.9990348800001
89,rectangle,2,0.0,476.00064,604.99904512
89,rectangle,3,0.0,464.00064,604.99904512
90,rectangle,0,0.0,439.00070400000004,990.99945984
90,rectangle,1,0.0,451.00070400000004,990.99945984
90,rectangle,2,0.0,451.00070400000004,1001.99945216
90,rectangle,3,0.0,439.00070400000004,1001.99945216
91,rectangle,0,0.0,535.000704,658.9999308800001
91,rectangle,1,0.0,547.000704,658.9999308800001
91,rectangle,2,0.0,547.000704,670.99994112
91,rectangle,3,0.0,535.000704,670.99994112
92,rectangle,0,0.0,1480.9993267199998,53.00000768
92,rectangle,1,0.0,1491.99932928,53.00000768
92,rectangle,2,0.0,1491.99932928,65.00001792
92,rectangle,3,0.0,1480.9993267199998,65.00001792
93,rectangle,0,0.0,479.99955456,1672.99984384
93,rectangle,1,0.0,493.99954944,1672.99984384
93,rectangle,2,0.0,493.99954944,1683.9998361599999
93,rectangle,3,0.0,479.99955456,1683.9998361599999
94,rectangle,0,0.0,1022.0000256,6.000005120000001
94,rectangle,1,0.0,1041.9999744,6.000005120000001
94,rectangle,2,0.0,1041.9999744,25.99999488
94,rectangle,3,0.0,1022.0000256,25.99999488
95,rectangle,0,0.0,600.999552,925.9991654400001
95,rectangle,1,0.0,612.999552,925.9991654400001
95,rectangle,2,0.0,612.999552,939.99917056
95,rectangle,3,0.0,600.999552,939.99917056
96,rectangle,0,0.0,517.00032,688.00079872
96,rectangle,1,0.0,529.00032,688.00079872
96,rectangle,2,0.0,529.00032,703.00080128
96,rectangle,3,0.0,517.00032,703.00080128
97,rectangle,0,0.0,631.99990272,672.00063488
97,rectangle,1,0.0,642.99990528,672.00063488
97,rectangle,2,0.0,642.99990528,684.00064512
97,rectangle,3,0.0,631.99990272,684.00064512
98,rectangle,0,0.0,1099.999872,1379.99980544
98,rectangle,1,0.0,1111.999872,1379.99980544
98,rectangle,2,0.0,1111.999872,1393.99981056
98,rectangle,3,0.0,1099.999872,1393.99981056
99,rectangle,0,0.0,711.000192,333.00047872
99,rectangle,1,0.0,723.000192,333.00047872
99,rectangle,2,0.0,723.000192,348.00048128
99,rectangle,3,0.0,711.000192,348.00048128
100,rectangle,0,0.0,797.99936256,1654.00083456
100,rectangle,1,0.0,805.99935744,1654.00083456
100,rectangle,2,0.0,805.99935744,1664.00082944
100,rectangle,3,0.0,797.99936256,1664.00082944
101,rectangle,0,0.0,667.00067328,221.99945216
101,rectangle,1,0.0,680.00067072,221.99945216
101,rectangle,2,0.0,680.00067072,234.99945984000001
101,rectangle,3,0.0,667.00067328,234.99945984000001
102,rectangle,0,0.0,215.9993856,1000.00045056
102,rectangle,1,0.0,233.9994624,1000.00045056
102,rectangle,2,0.0,233.9994624,1018.00044544
102,rectangle,3,0.0,215.9993856,1018.00044544
103,rectangle,0,0.0,1147.9997184000001,197.99993344
103,rectangle,1,0.0,1163.9997696000003,197.99993344
103,rectangle,2,0.0,1163.9997696000003,208.99992576
103,rectangle,3,0.0,1147.9997184000001,208.99992576
104,rectangle,0,0.0,1526.99951616,428.99929088
104,rectangle,1,0.0,1535.9995238400002,428.99929088
104,rectangle,2,0.0,1535.9995238400002,440.99930112000004
104,rectangle,3,0.0,1526.99951616,440.99930112000004
105,rectangle,0,0.0,1469.0006784,1607.00041216
105,rectangle,1,0.0,1485.0007296,1607.00041216
105,rectangle,2,0.0,1485.0007296,1620.0004198400002
105,rectangle,3,0.0,1469.0006784,1620.0004198400002
106,rectangle,0,0.0,527.9996160000001,1149.99916544
106,rectangle,1,0.0,539.9996160000001,1149.99916544
106,rectangle,2,0.0,539.9996160000001,1163.99917056
106,rectangle,3,0.0,527.9996160000001,1163.99917056
107,rectangle,0,0.0,1472.99990016,1607.998976
107,rectangle,1,0.0,1481.99990784,1607.998976
107,rectangle,2,0.0,1481.99990784,1623.998976
107,rectangle,3,0.0,1472.99990016,1623.998976
108,rectangle,0,0.0,389.99996927999996,1816.99971072
108,rectangle,1,0.0,402.99996672,1816.99971072
108,rectangle,2,0.0,402.99996672,1831.9997132800002
108,rectangle,3,0.0,389.99996927999996,1831.9997132800002
109,rectangle,0,0.0,751.9997183999999,354.000384
109,rectangle,1,0.0,768.9997056,354.000384
109,rectangle,2,0.0,768.9997056,370.000384
109,rectangle,3,0.0,751.9997183999999,370.000384
110,rectangle,0,0.0,581.999232,682.0010188800001
110,rectangle,1,0.0,593.999232,682.0010188800001
110,rectangle,2,0.0,593.999232,694.00102912
110,rectangle,3,0.0,581.999232,694.00102912
111,rectangle,0,0.0,708.99958272,401.99904255999996
111,rectangle,1,0.0,719.99958528,401.99904255999996
111,rectangle,2,0.0,719.99958528,411.99903744
111,rectangle,3,0.0,708.99958272,411.99903744
112,rectangle,0,0.0,236.99965440000003,635.00089344
112,rectangle,1,0.0,252.9997056,635.00089344
112,rectangle,2,0.0,252.9997056,649.00089856
112,rectangle,3,0.0,236.99965440000003,649.00089856
113,rectangle,0,0.0,939.00009984,244.99968
113,rectangle,1,0.0,954.00009216,244.99968
113,rectangle,2,0.0,954.00009216,260.99968
113,rectangle,3,0.0,939.00009984,260.99968
114,rectangle,0,0.0,882.9997824000001,970.99900928
114,rectangle,1,0.0,898.9998336,970.99900928
114,rectangle,2,0.0,898.9998336,987.99900672
114,rectangle,3,0.0,882.9997824000001,987.99900672
115,rectangle,0,0.0,973.99945728,1939.99935488
115,rectangle,1,0.0,986.99945472,1939.99935488
115,rectangle,2,0.0,986.99945472,1951.99936512
115,rectangle,3,0.0,973.99945728,1951.99936512
116,rectangle,0,0.0,571.00067328,1414.9992652800001
116,rectangle,1,0.0,584.00067072,1414.9992652800001
116,rectangle,2,0.0,584.00067072,1431.99926272
116,rectangle,3,0.0,571.00067328,1431.99926272
117,rectangle,0,0.0,1468.00022016,879.00018688
117,rectangle,1,0.0,1477.0002278400002,879.00018688
117,rectangle,2,0.0,1477.0002278400002,891.0001971199999
117,rectangle,3,0.0,1468.00022016,891.0001971199999
118,rectangle,0,0.0,1216.9999103999999,24.999915520000002
118,rectangle,1,0.0,1232.9999616,24.999915520000002
118,rectangle,2,0.0,1232.9999616,39.99991808
118,rectangle,3,0.0,1216.9999103999999,39.99991808
119,rectangle,0,0.0,818.99948544,13.99999488
119,rectangle,1,0.0,828.9994905599999,13.99999488
119,rectangle,2,0.0,828.9994905599999,21.99999488
119,rectangle,3,0.0,818.99948544,21.99999488
120,rectangle,0,0.0,1532.99933184,578.00095744
120,rectangle,1,0.0,1535.9993241599998,578.00095744
120,rectangle,2,0.0,1535.9993241599998,592.00096256
120,rectangle,3,0.0,1532.99933184,592.00096256
121,rectangle,0,0.0,1060.00009728,736.9994854400001
121,rectangle,1,0.0,1073.0000947199999,736.9994854400001
121,rectangle,2,0.0,1073.0000947199999,750.99949056
121,rectangle,3,0.0,1060.00009728,750.99949056
122,rectangle,0,0.0,40.00006656,1058.9995212800002
122,rectangle,1,0.0,49.00007424,1058.9995212800002
122,rectangle,2,0.0,49.00007424,1075.99951872
122,rectangle,3,0.0,40.00006656,1075.99951872
123,rectangle,0,0.0,1485.0003456,134.99996159999998
123,rectangle,1,0.0,1504.0003584,134.99996159999998
123,rectangle,2,0.0,1504.0003584,155.9999488
123,rectangle,3,0.0,1485.0003456,155.9999488
124,rectangle,0,0.0,1523.00050944,813.99990272
124,rectangle,1,0.0,1533.00051456,813.99990272
124,rectangle,2,0.0,1533.00051456,828.99990528
124,rectangle,3,0.0,1523.00050944,828.99990528
125,rectangle,0,0.0,991.0007654399999,478.00064
125,rectangle,1,0.0,1001.0007705599999,478.00064
125,rectangle,2,0.0,1001.0007705599999,494.00064
125,rectangle,3,0.0,991.0007654399999,494.00064
126,rectangle,0,0.0,1532.99933184,607.99977472
126,rectangle,1,0.0,1535.9993241599998,607.99977472
126,rectangle,2,0.0,1535.9993241599998,622.99977728
126,rectangle,3,0.0,1532.99933184,622.99977728
127,rectangle,0,0.0,1228.999296,155.9999488
127,rectangle,1,0.0,1240.999296,155.9999488
127,rectangle,2,0.0,1240.999296,171.9999488
127,rectangle,3,0.0,1228.999296,171.9999488
128,rectangle,0,0.0,697.0001664,1831.99954944
128,rectangle,1,0.0,714.0001536000001,1831.99954944
128,rectangle,2,0.0,714.0001536000001,1845.99955456
128,rectangle,3,0.0,697.0001664,1845.99955456
129,rectangle,0,0.0,303.00003839999994,1773.99904256
129,rectangle,1,0.0,319.00008959999997,1773.99904256
129,rectangle,2,0.0,319.00008959999997,1791.99903744
129,rectangle,3,0.0,303.00003839999994,1791.99903744
130,rectangle,0,0.0,197.00009472000002,465.00079616000005
130,rectangle,1,0.0,208.00009728,465.00079616000005
